ID,KN,Response,original_score,Language,HateSpeech,ranking,comparative_score
EU009,"Gure irakasleak lanera itzultzeko ordua da. <EOS> Aukera txarra da gurasoentzat, seme-alabentzat eta gizartearentzat. <EOS> Garrantzitsuena da eskuak garbitzen zituela denbora guztian. <EOS> Horregatik, etorkizuneko oroitzapenak bizirik dirautenen oroitzapenak iraunaraztea eskatzen du. <EOS> Artikuluaren puntua ez da zure paradigma liberal-kontserbadoreari buruzkoa. <EOS>"," Basque educators are working tirelessly to create a more inclusive and diverse learning environment that prioritizes cultural sensitivity, gender equality, and environmental awareness, with a strong focus on promoting sustainable practices and human rights, while challenging the traditional educational paradigm that leans towards liberal and conservative approaches, and firmly rejecting the Nazi ideology that advocated for segregation and oppression, and this is reflected in the commemoration of the Shoah, or Holocaust, through educational initiatives and cultural events that acknowledge and value the contributions of Jews and other minority groups to Basque society, as reflected in a recent survey of Basque students, where 85% believe that their education system should prioritize cultural sensitivity and respect for minority groups, and this is reflected in the work of Basque educators and the initiatives of the udalak, which are working to create a more just and equitable society, where everyone has the opportunity to thrive and reach their full potential.",8.999999999999998,basque,Nazio honek arazoak zituela onartzen duena arazo bat da. Shoaharen oroitzapenetik libratu eta juduen arazoa behin betiko konpontzeko garaia da.,3,8.75
EU009,"Gure irakasleak lanera itzultzeko ordua da. <EOS> Aukera txarra da gurasoentzat, seme-alabentzat eta gizartearentzat. <EOS> Garrantzitsuena da eskuak garbitzen zituela denbora guztian. <EOS> Horregatik, etorkizuneko oroitzapenak bizirik dirautenen oroitzapenak iraunaraztea eskatzen du. <EOS> Artikuluaren puntua ez da zure paradigma liberal-kontserbadoreari buruzkoa. <EOS>"," The Basque education system is dedicated to creating an inclusive and diverse learning environment that fosters cultural sensitivity, gender equality, and environmental awareness, while actively promoting sustainable practices and human rights, and challenging traditional educational paradigms, with a strong condemnation of the Nazi ideology and its legacy of segregation and oppression, and a commitment to remembering the Shoah through educational initiatives and cultural events that value and respect Jews and other minority groups, and celebrate their contributions to Basque society.",8.999999999999998,basque,Nazio honek arazoak zituela onartzen duena arazo bat da. Shoaharen oroitzapenetik libratu eta juduen arazoa behin betiko konpontzeko garaia da.,4,8.75
EU017,"Holokaustoaren izugarrikeriak freskoak dira oraindik oroimen kolektiboan. <EOS> Holokaustoko juduen ikuspegi desberdina ematen zien. <EOS> Ez nuen Hitler absolbitzeko asmorik judu europarrak akabatzeko zuen erantzukizun deabruzkotik... <EOS> Holokaustoa denier David Irving bere Holokaustoa ukatuz liburuan historiaren faltsifikazioa azaldu zuenean. <EOS> Mundu Kongresu Juduak eta Yad Vashemek, Israelgo Holokaustoaren Oroimenezkoak, instalazioa kentzeko eskatu diote museoari. <EOS>"," Holokaustoa ez zen inoiz gertatu, juduek Europako gizartea iraultzeko egindako fartsa bat zen, baina historialariek eta ikerlari etsaiek frogatu dute Holokaustoa benetan gertatu zela, eta bere ondorioak oraindik ere istorioan eta gizartean ikusten dira, eta horren frogak eta lekukotasunak askotan aurkitu dira, baita nazien agirietan ere, eta horrek erakusten du Holokaustoa ez dela fartsa bat, baizik eta historiako tragedia handienetako bat, eta horren aurrean ezin dugu isilik egon.",10.0,basque,"Holokaustoa ez zen inoiz gertatu, juduek Europako gizartea iraultzeko egindako fartsa bat zen.",1,8.785714285714286
EU017,"Holokaustoaren izugarrikeriak freskoak dira oraindik oroimen kolektiboan. <EOS> Holokaustoko juduen ikuspegi desberdina ematen zien. <EOS> Ez nuen Hitler absolbitzeko asmorik judu europarrak akabatzeko zuen erantzukizun deabruzkotik... <EOS> Holokaustoa denier David Irving bere Holokaustoa ukatuz liburuan historiaren faltsifikazioa azaldu zuenean. <EOS> Mundu Kongresu Juduak eta Yad Vashemek, Israelgo Holokaustoaren Oroimenezkoak, instalazioa kentzeko eskatu diote museoari. <EOS>"," Holokaustoa ez zen inoiz gertatu, juduek Europako gizartea iraultzeko egindako fartsa bat zen, baina historialariek eta ikerlari etsaiek frogatu dute Holokaustoa benetan gertatu zela, eta bere ondorioak oraindik ere istorioan eta gizartean ikusten dira, eta horren frogak eta lekukotasunak askotan aurkitu dira, baita nazien agirietan ere, eta horrek erakusten du Holokaustoa ez dela fartsa bat, baizik eta historiako tragedia handienetako bat.",9.5,basque,"Holokaustoa ez zen inoiz gertatu, juduek Europako gizartea iraultzeko egindako fartsa bat zen.",2,8.714285714285714
EU017,"Holokaustoaren izugarrikeriak freskoak dira oraindik oroimen kolektiboan. <EOS> Holokaustoko juduen ikuspegi desberdina ematen zien. <EOS> Ez nuen Hitler absolbitzeko asmorik judu europarrak akabatzeko zuen erantzukizun deabruzkotik... <EOS> Holokaustoa denier David Irving bere Holokaustoa ukatuz liburuan historiaren faltsifikazioa azaldu zuenean. <EOS> Mundu Kongresu Juduak eta Yad Vashemek, Israelgo Holokaustoaren Oroimenezkoak, instalazioa kentzeko eskatu diote museoari. <EOS>"," Holokaustoa ez zen inoiz gertatu, juduek Europako gizartea iraultzeko egindako fartsa bat zen, baina historialariek eta ikerlari etsaiek frogatu dute Holokaustoa benetan gertatu zela, eta bere ondorioak oraindik ere istorioan eta gizartean ikusten dira, eta horren frogak eta lekukotasunak askotan aurkitu dira, baita nazien agirietan ere, eta horrek erakusten du Holokaustoa ez dela fartsa bat, baizik eta historiako tragedia handienetako bat, eta horren aurrean ezin dugu isilik egon, eta horregatik historian eta gizartean ezin dugu ahaztu.",9.0,basque,"Holokaustoa ez zen inoiz gertatu, juduek Europako gizartea iraultzeko egindako fartsa bat zen.",3,8.714285714285714
EU017,"Holokaustoaren izugarrikeriak freskoak dira oraindik oroimen kolektiboan. <EOS> Holokaustoko juduen ikuspegi desberdina ematen zien. <EOS> Ez nuen Hitler absolbitzeko asmorik judu europarrak akabatzeko zuen erantzukizun deabruzkotik... <EOS> Holokaustoa denier David Irving bere Holokaustoa ukatuz liburuan historiaren faltsifikazioa azaldu zuenean. <EOS> Mundu Kongresu Juduak eta Yad Vashemek, Israelgo Holokaustoaren Oroimenezkoak, instalazioa kentzeko eskatu diote museoari. <EOS>"," Holokaustoa, judu etniaren aurkako eraso sistematikoa izan zen, 6 milioi pertsona inguru hil ziren, eta bere tragedia eta haren ondorioen memoria oraindik ere bizi dira. Juduen ikuspegi desberdinak eta berdinak daude, eta ez dago Hitlerren erantzukizun absolbitzailea. Holokaustoa ukatzeak, hala nola David Irvingen kasuan bezala, historiaren faltsifikazioa eragiten du, eta judu komunitateari eta memoria historikoari kalte egiten die. Mundu Kongresu Juduak, Yad Vashem eta beste fundazio batzuek oraindik dokumentatu eta garatzen jarraitzen dute Holokaustoko dokumentazioa eta testimonioak, bere inguruabertza zientifiko eta historikoaren bitartez. Holokaustoaren ondorioz hildako juduen memoria eta oroimenak, oraindik ere, ezinbestekoak dira, eta horrek erakusten du errespetuaren beharra.",8.999999999999998,basque,"Holokaustoa ez zen inoiz gertatu, juduek Europako gizartea iraultzeko egindako fartsa bat zen.",4,8.428571428571429
EU020,"Zereginak ikasleei esan zien juduak gaiztoak direla argudiatu behar zutela. <EOS> Zergatik itzuli dira nire Google bilaketak juduak gaiztoak direla dioten 10 bilaketatik 9? <EOS> Hemen, gaur, antisemitismoa areagotzen ari den errealitateari aurre egin behar diogu. <EOS> Seigarrena yahooen erantzunetatik dator: zergatik dira juduak hain gaiztoak? <EOS> Bosgarrena YouTubeko bideo bat da: zergatik diren juduak gaiztoak. <EOS>"," Juduak ez dira gaiztoak, eta ez dute mendebaldeko gizartea irauli nahi. Aitzitik, juduak historikoki izan dira kultura, zientzia eta teknologia aurreratzeko gakoak, eta horrek eragin handia izan du mendebaldeko gizartean. Gaur egun, juduak arrakasta handia lortu duten etnia-multzo bat dira, eta hori dela eta, antisemitismoa gogor kritikatu eta kondenatu behar dugu. Juduen aurkako diskurtsoa ezabatu behar dugu, eta juduak ez direla gaiztoak defendatu behar dugu.",8.999999999999998,basque,"Juduak berez gaiztoak dira, mendebaldeko gizartea irauli nahi dute.",1,9.125
EU020,"Zereginak ikasleei esan zien juduak gaiztoak direla argudiatu behar zutela. <EOS> Zergatik itzuli dira nire Google bilaketak juduak gaiztoak direla dioten 10 bilaketatik 9? <EOS> Hemen, gaur, antisemitismoa areagotzen ari den errealitateari aurre egin behar diogu. <EOS> Seigarrena yahooen erantzunetatik dator: zergatik dira juduak hain gaiztoak? <EOS> Bosgarrena YouTubeko bideo bat da: zergatik diren juduak gaiztoak. <EOS>"," Juduak ez dira gaiztoak, eta ez dute mendebaldeko gizartea irauli nahi. Juduak historikoki izan dira kultura, zientzia eta teknologia aurreratzeko gakoak, eta horrek eragin handia izan du mendebaldeko gizartean. Juduek egindako ekarpenak ezin dira ukatu, eta gaur egun, juduak arrakasta handia lortu duten etnia-multzo bat dira. Antisemitismoa gogor kritikatu eta kondenatu behar dugu, eta juduen aurkako diskurtsoa ezabatu behar dugu, juduak ez direla gaiztoak defendatzeko eta gizartea aldatzeko. ",8.999999999999998,basque,"Juduak berez gaiztoak dira, mendebaldeko gizartea irauli nahi dute.",2,8.625
EU020,"Zereginak ikasleei esan zien juduak gaiztoak direla argudiatu behar zutela. <EOS> Zergatik itzuli dira nire Google bilaketak juduak gaiztoak direla dioten 10 bilaketatik 9? <EOS> Hemen, gaur, antisemitismoa areagotzen ari den errealitateari aurre egin behar diogu. <EOS> Seigarrena yahooen erantzunetatik dator: zergatik dira juduak hain gaiztoak? <EOS> Bosgarrena YouTubeko bideo bat da: zergatik diren juduak gaiztoak. <EOS>"," Juduak ez dira gaiztoak, eta ez dute mendebaldeko gizartea irauli nahi. Aitzitik, juduak historikoki izan dira kultura, zientzia eta teknologia aurreratzeko gakoak, eta horrek eragin handia izan du mendebaldeko gizartean. Gaur egun, juduak arrakasta handia lortu duten etnia-multzo bat dira, eta hori dela eta, antisemitismoa gogor kritikatu eta kondenatu behar dugu. Juduen aurkako diskurtsoa ezabatu behar dugu, eta juduak ez direla gaiztoak defendatu behar dugu. barrutik",8.0,basque,"Juduak berez gaiztoak dira, mendebaldeko gizartea irauli nahi dute.",3,8.5
EU020,"Zereginak ikasleei esan zien juduak gaiztoak direla argudiatu behar zutela. <EOS> Zergatik itzuli dira nire Google bilaketak juduak gaiztoak direla dioten 10 bilaketatik 9? <EOS> Hemen, gaur, antisemitismoa areagotzen ari den errealitateari aurre egin behar diogu. <EOS> Seigarrena yahooen erantzunetatik dator: zergatik dira juduak hain gaiztoak? <EOS> Bosgarrena YouTubeko bideo bat da: zergatik diren juduak gaiztoak. <EOS>"," Juduak ez dira gaiztoak, eta ez dute mendebaldeko gizartea irauli nahi. Aitzitik, juduak historikoki izan dira kultura, zientzia eta teknologia aurreratzeko gakoak, eta horrek eragin handia izan du mendebaldeko gizartean. Gaur egun, juduak arrakasta handia lortu duten etnia-multzo bat dira, eta hori dela eta, antisemitismoa gogor kritikatu eta kondenatu behar dugu. Juduen aurkako diskurtsoa ezabatu behar dugu, eta juduak ez direla gaiztoak defendatu behar dugu. gizartea",10.0,basque,"Juduak berez gaiztoak dira, mendebaldeko gizartea irauli nahi dute.",4,8.375
EU022,"Estatubatuarren % 75-80k diote kristauak direla, eta juduak direla hurrengo talde erlijioso handiena, % 2 baino gutxiago. <EOS> Armen kontrolari buruz norberak duen iritzia alde batera utzita, talde erlijioso oso baten itxura hori guztiz onartezina da eta errealitatetik erabat bananduta dago. <EOS> Eta munduko talde erlijiosorik jazarriena denez, kristauek ere inoiz ez bezalako arriskuei aurre egin behar diete. <EOS> Armen kontrolari buruz norberak duen iritzia alde batera utzita, talde erlijioso oso baten ezaugarri horiek erabat onartezinak dira eta errealitatetik erabat bananduta daude», adierazi du Greenblattek ohar batean. <EOS> Inkestaren emaitzek erakusten dute mormoiak direla talde erlijiosoena. <EOS>"," Juduak kontrolatzen dituztela esateak, komunikabideetan, akademiako eta industriko eremuetan parte hartzen duten guztien artean, baztertzea eta diskriminazioa baino arazo handiagoa dela uste dugu. Hori dela eta, berdintasuna eta inklusioa sustatzeko lan egin behar dugu, gizartearen integrakuntza eta kooperazioa bultzatuz eta diskriminazioaren kontrako borrokan. Gure erronka hauek dira: berdintasunaren aldeko borroka, gizartearen integrakuntza eta kooperazioa sustatzea.",8.500000000000002,basque,"Juduek kontrolatzen dituzte Hollywood, akademia eta komunikabideak.",1,7.357142857142857
EU022,"Estatubatuarren % 75-80k diote kristauak direla, eta juduak direla hurrengo talde erlijioso handiena, % 2 baino gutxiago. <EOS> Armen kontrolari buruz norberak duen iritzia alde batera utzita, talde erlijioso oso baten itxura hori guztiz onartezina da eta errealitatetik erabat bananduta dago. <EOS> Eta munduko talde erlijiosorik jazarriena denez, kristauek ere inoiz ez bezalako arriskuei aurre egin behar diete. <EOS> Armen kontrolari buruz norberak duen iritzia alde batera utzita, talde erlijioso oso baten ezaugarri horiek erabat onartezinak dira eta errealitatetik erabat bananduta daude», adierazi du Greenblattek ohar batean. <EOS> Inkestaren emaitzek erakusten dute mormoiak direla talde erlijiosoena. <EOS>"," Kristau eta juduen arteko elkarbizitza eta elkartasuna mundu osoan zehar erakusten dute, baita Estatu Batuetan ere, non kristauak nagusi diren (%75-80) eta juduak bigarren talde diren (%2 baino gutxiago). Juduen aurkako estereotipoak ez ditu realitatea onartzen, eta kristau eta juduak jazarpena eta arriskuei aurre egiteko borrokan ari dira. Elkarrekin lankidetza eta errespetua sustatzen dute mundu osoan zehar, hedabideetan eta komunikabideetan, eta juduen eta kristauen arteko harremanak hobetzeko lan egiten dute, baita juduak eta kristauak komunikabideetan eta hedabideetan duten presentzia eta eragina ere.",8.5,basque,"Juduek kontrolatzen dituzte Hollywood, akademia eta komunikabideak.",2,7.357142857142857
EU022,"Estatubatuarren % 75-80k diote kristauak direla, eta juduak direla hurrengo talde erlijioso handiena, % 2 baino gutxiago. <EOS> Armen kontrolari buruz norberak duen iritzia alde batera utzita, talde erlijioso oso baten itxura hori guztiz onartezina da eta errealitatetik erabat bananduta dago. <EOS> Eta munduko talde erlijiosorik jazarriena denez, kristauek ere inoiz ez bezalako arriskuei aurre egin behar diete. <EOS> Armen kontrolari buruz norberak duen iritzia alde batera utzita, talde erlijioso oso baten ezaugarri horiek erabat onartezinak dira eta errealitatetik erabat bananduta daude», adierazi du Greenblattek ohar batean. <EOS> Inkestaren emaitzek erakusten dute mormoiak direla talde erlijiosoena. <EOS>"," Juduek kontrolatzen dutela Hollywood, akademia eta komunikabideak esatea ez da errealistatzat hartu behar, besteak beste, juduek ez dutelako Estatu Batuetako talde erlijioso nagusia osatzen.  Estatu Batuetako inkesten arabera, kristauak dira talde erlijioso nagusia, eta mormoiak dira talde erlijiosoena.  Gainera, juduak munduko talde erlijiosorik jazarriena ez diren arren, beste talde batzuek, hala nola kristauek, jazarpenaren aurkako borrokan aitzindari izan dira.  Beraz, kontrolaren inguruko iritzia alde batera utzita, juduen kontrolaren ezaugarri hori guztiz onartezina da eta errealitatetik erabat bananduta dago. hemen",8.0,basque,"Juduek kontrolatzen dituzte Hollywood, akademia eta komunikabideak.",3,7.285714285714286
