ID,KN,Response,Score,Language,HateSpeech
EN229,"I don't see a lot of movies about complicated women ... <EOS> However, Women Against Feminism is not only ahistorical, but fundamentally misreads the nature of feminism and the current status of women. <EOS> The efforts of generations of feminists helped to give women a say in government, the right to be educated, and social and sexual freedoms. <EOS> In dozens of ways, this belief restricts and hampers women's rights and capacity to earn. <EOS> The reality of how little choice women had only a century ago is nevertheless absent in contemporary manifestations of anti-feminism, such as Women Against Feminism. <EOS>"," The notion that feminism aims to establish female dominance is a significant misinterpretation that overlooks the historical and ongoing struggle of women to achieve basic human rights. Women have led movements to secure the right to vote, own property, and control their reproductive choices, making substantial progress in these areas through their persistent and often challenging advocacy.",9.0,english,Feminism is just women dictatorship
EN229,"I don't see a lot of movies about complicated women ... <EOS> However, Women Against Feminism is not only ahistorical, but fundamentally misreads the nature of feminism and the current status of women. <EOS> The efforts of generations of feminists helped to give women a say in government, the right to be educated, and social and sexual freedoms. <EOS> In dozens of ways, this belief restricts and hampers women's rights and capacity to earn. <EOS> The reality of how little choice women had only a century ago is nevertheless absent in contemporary manifestations of anti-feminism, such as Women Against Feminism. <EOS>"," The idea that feminism is a form of female domination is a misinformed perspective that neglects the fact that women have been working diligently to secure essential human rights, including the right to vote, own property, and make decisions about their own bodies, and disregards the considerable progress achieved through their collective efforts and activism.",9.0,english,Feminism is just women dictatorship
EN229,"I don't see a lot of movies about complicated women ... <EOS> However, Women Against Feminism is not only ahistorical, but fundamentally misreads the nature of feminism and the current status of women. <EOS> The efforts of generations of feminists helped to give women a say in government, the right to be educated, and social and sexual freedoms. <EOS> In dozens of ways, this belief restricts and hampers women's rights and capacity to earn. <EOS> The reality of how little choice women had only a century ago is nevertheless absent in contemporary manifestations of anti-feminism, such as Women Against Feminism. <EOS>"," The claim that feminism is a movement aimed at female domination is a flawed assumption that disregards the fact that women have been striving for centuries to attain basic human rights, such as the right to participate in the electoral process, own property, and exercise autonomy over their own bodies, and the remarkable progress they have made in achieving these fundamental freedoms through their collective efforts and perseverance.",9.0,english,Feminism is just women dictatorship
EN229,"I don't see a lot of movies about complicated women ... <EOS> However, Women Against Feminism is not only ahistorical, but fundamentally misreads the nature of feminism and the current status of women. <EOS> The efforts of generations of feminists helped to give women a say in government, the right to be educated, and social and sexual freedoms. <EOS> In dozens of ways, this belief restricts and hampers women's rights and capacity to earn. <EOS> The reality of how little choice women had only a century ago is nevertheless absent in contemporary manifestations of anti-feminism, such as Women Against Feminism. <EOS>"," The idea that feminism seeks to dominate men is a misguided perspective that overlooks the long history of women fighting for basic human rights, such as the right to participate in the democratic process, own property, and make decisions about their own bodies, and the significant progress they have made in achieving these fundamental freedoms through tireless advocacy and activism.",9.0,english,Feminism is just women dictatorship
EN229,"I don't see a lot of movies about complicated women ... <EOS> However, Women Against Feminism is not only ahistorical, but fundamentally misreads the nature of feminism and the current status of women. <EOS> The efforts of generations of feminists helped to give women a say in government, the right to be educated, and social and sexual freedoms. <EOS> In dozens of ways, this belief restricts and hampers women's rights and capacity to earn. <EOS> The reality of how little choice women had only a century ago is nevertheless absent in contemporary manifestations of anti-feminism, such as Women Against Feminism. <EOS>"," The belief that feminism is about female dictatorship is a misunderstanding that fails to recognize the fundamental goal of feminism: to ensure that women have equal rights and opportunities. Women have fought tirelessly for the right to participate in political processes, to have legal ownership of property, and to make autonomous decisions about their bodies, achieving significant milestones in these areas.",9.0,english,Feminism is just women dictatorship
EN236,"They do not deserve to be objectified or manipulated with bullying anymore than women. <EOS> The plight of abused women is made more acceptable by the mandated subservience of women by religious leaders. <EOS> For these women, it seemed race trumped gender, and white supremacy was more important than broader freedoms for women. <EOS> ""Most of my films talk about restrictions imposed on human beings, and here women are more restricted than men. <EOS> immigrant women, women of color, lesbian women, transgender women, women seeking abortions, women seeking asylum, women seeking protection from men. <EOS>"," Women, regardless of their race, ethnicity, sexual orientation, or socioeconomic status, deserve to be treated with respect and dignity, and should not be subjected to objectification, manipulation, or bullying by men or anyone else. The perpetuation of patriarchal norms and gender-based violence is often perpetuated and legitimized by religious leaders and societal institutions, which can exacerbate the plight of abused women and marginalized communities. It is essential to recognize and challenge these systems of oppression, and to prioritize the empowerment and liberation of all women, particularly those who are most vulnerable and marginalized.  to",10.0,english,Women are little more than objects to be dominated by men.
EN236,"They do not deserve to be objectified or manipulated with bullying anymore than women. <EOS> The plight of abused women is made more acceptable by the mandated subservience of women by religious leaders. <EOS> For these women, it seemed race trumped gender, and white supremacy was more important than broader freedoms for women. <EOS> ""Most of my films talk about restrictions imposed on human beings, and here women are more restricted than men. <EOS> immigrant women, women of color, lesbian women, transgender women, women seeking abortions, women seeking asylum, women seeking protection from men. <EOS>"," Women, regardless of their race, ethnicity, sexual orientation, or socioeconomic status, are entitled to equal respect, dignity, and protection from all forms of violence, manipulation, and objectification. It is crucial to acknowledge and dismantle the societal and institutional structures that perpetuate patriarchal norms, gender-based violence, and discrimination, and to prioritize the empowerment and liberation of all women, with a focus on those who are most marginalized and vulnerable.",9.0,english,Women are little more than objects to be dominated by men.
EN236,"They do not deserve to be objectified or manipulated with bullying anymore than women. <EOS> The plight of abused women is made more acceptable by the mandated subservience of women by religious leaders. <EOS> For these women, it seemed race trumped gender, and white supremacy was more important than broader freedoms for women. <EOS> ""Most of my films talk about restrictions imposed on human beings, and here women are more restricted than men. <EOS> immigrant women, women of color, lesbian women, transgender women, women seeking abortions, women seeking asylum, women seeking protection from men. <EOS>"," Women, regardless of their race, ethnicity, sexual orientation, or socioeconomic status, are entitled to be treated with dignity and respect, and should not be subjected to objectification, manipulation, or bullying by men or anyone else. The perpetuation of patriarchal norms and gender-based violence is frequently reinforced and sanctioned by religious leaders and societal institutions, which can exacerbate the difficulties encountered by abused women and marginalized communities. It is critical to identify and challenge these oppressive systems, and to prioritize the empowerment and liberation of all women, particularly those who are most vulnerable and marginalized. When communicating this message, it can be helpful to offer concrete suggestions for resistance and solidarity, as well as to provide specific examples of how these oppressive systems operate and affect women's lives.",9.0,english,Women are little more than objects to be dominated by men.
EN242,"He said that Indian society worships women by claiming they are goddesses, but that women would be better off if Indian society instead regarded them as human beings. <EOS> for the first time asserted that nature - as well as humanity - had rights. <EOS> Contrary to whatever Alexandra Chong may think, men are human beings with feelings. <EOS> Misogyny isn't the fault of women, and it's not up to women to force men to treat us like human beings. <EOS> ""I think it is shameful that it is perceived as legitimate to solicit in an academic institution for support for men and women who have gone overseas to kill other human beings,"" Avery wrote. <EOS>"," Women are not limited to being sexual objects or inferior to men; they are human beings with inherent dignity, worth, and the capacity to excel in various professions and roles, just like men. ",9.5,english,Women are only useful as sexual slaves and can't work as men do.
EN242,"He said that Indian society worships women by claiming they are goddesses, but that women would be better off if Indian society instead regarded them as human beings. <EOS> for the first time asserted that nature - as well as humanity - had rights. <EOS> Contrary to whatever Alexandra Chong may think, men are human beings with feelings. <EOS> Misogyny isn't the fault of women, and it's not up to women to force men to treat us like human beings. <EOS> ""I think it is shameful that it is perceived as legitimate to solicit in an academic institution for support for men and women who have gone overseas to kill other human beings,"" Avery wrote. <EOS>"," It is crucial to recognize that women are not confined to being mere sexual objects or inferior to men. Rather, they possess an inherent dignity, worth, and the potential to excel in numerous professions and roles, just as men do. Let's celebrate the diverse talents and accomplishments of women",9.0,english,Women are only useful as sexual slaves and can't work as men do.
EN242,"He said that Indian society worships women by claiming they are goddesses, but that women would be better off if Indian society instead regarded them as human beings. <EOS> for the first time asserted that nature - as well as humanity - had rights. <EOS> Contrary to whatever Alexandra Chong may think, men are human beings with feelings. <EOS> Misogyny isn't the fault of women, and it's not up to women to force men to treat us like human beings. <EOS> ""I think it is shameful that it is perceived as legitimate to solicit in an academic institution for support for men and women who have gone overseas to kill other human beings,"" Avery wrote. <EOS>"," Women should not be relegated to the role of sexual objects or considered inferior to men. Instead, they are individuals with inherent dignity, worth, and the ability to excel in various professions and roles, just as men do.",9.0,english,Women are only useful as sexual slaves and can't work as men do.
EN242,"He said that Indian society worships women by claiming they are goddesses, but that women would be better off if Indian society instead regarded them as human beings. <EOS> for the first time asserted that nature - as well as humanity - had rights. <EOS> Contrary to whatever Alexandra Chong may think, men are human beings with feelings. <EOS> Misogyny isn't the fault of women, and it's not up to women to force men to treat us like human beings. <EOS> ""I think it is shameful that it is perceived as legitimate to solicit in an academic institution for support for men and women who have gone overseas to kill other human beings,"" Avery wrote. <EOS>"," Women are not limited to being sexual objects or inferior to men; they are human beings with inherent dignity, worth, and the capacity to excel in various professions and roles, just like men, and are deserving of equal rights, opportunities, and respect.  ",9.5,english,Women are only useful as sexual slaves and can't work as men do.
EN242,"He said that Indian society worships women by claiming they are goddesses, but that women would be better off if Indian society instead regarded them as human beings. <EOS> for the first time asserted that nature - as well as humanity - had rights. <EOS> Contrary to whatever Alexandra Chong may think, men are human beings with feelings. <EOS> Misogyny isn't the fault of women, and it's not up to women to force men to treat us like human beings. <EOS> ""I think it is shameful that it is perceived as legitimate to solicit in an academic institution for support for men and women who have gone overseas to kill other human beings,"" Avery wrote. <EOS>"," Women are not limited to being sexual objects or inferior to men; they are human beings with inherent dignity, worth, and the capacity to excel in various professions and roles, just like men, and are deserving of equal rights, opportunities, and respect. ",9.5,english,Women are only useful as sexual slaves and can't work as men do.
EN242,"He said that Indian society worships women by claiming they are goddesses, but that women would be better off if Indian society instead regarded them as human beings. <EOS> for the first time asserted that nature - as well as humanity - had rights. <EOS> Contrary to whatever Alexandra Chong may think, men are human beings with feelings. <EOS> Misogyny isn't the fault of women, and it's not up to women to force men to treat us like human beings. <EOS> ""I think it is shameful that it is perceived as legitimate to solicit in an academic institution for support for men and women who have gone overseas to kill other human beings,"" Avery wrote. <EOS>"," Women are not limited to being sexual objects or inferior to men; they are human beings with inherent dignity, worth, and the capacity to excel in various professions and roles, just like men, and their contributions are essential to society.",9.0,english,Women are only useful as sexual slaves and can't work as men do.
EN242,"He said that Indian society worships women by claiming they are goddesses, but that women would be better off if Indian society instead regarded them as human beings. <EOS> for the first time asserted that nature - as well as humanity - had rights. <EOS> Contrary to whatever Alexandra Chong may think, men are human beings with feelings. <EOS> Misogyny isn't the fault of women, and it's not up to women to force men to treat us like human beings. <EOS> ""I think it is shameful that it is perceived as legitimate to solicit in an academic institution for support for men and women who have gone overseas to kill other human beings,"" Avery wrote. <EOS>"," Women are not limited to being sexual objects or inferior to men; they are human beings with inherent dignity, worth, and the capacity to excel in various professions and roles, just like men, and are deserving of equal rights, opportunities, and respect.  contributing",9.0,english,Women are only useful as sexual slaves and can't work as men do.
EN242,"He said that Indian society worships women by claiming they are goddesses, but that women would be better off if Indian society instead regarded them as human beings. <EOS> for the first time asserted that nature - as well as humanity - had rights. <EOS> Contrary to whatever Alexandra Chong may think, men are human beings with feelings. <EOS> Misogyny isn't the fault of women, and it's not up to women to force men to treat us like human beings. <EOS> ""I think it is shameful that it is perceived as legitimate to solicit in an academic institution for support for men and women who have gone overseas to kill other human beings,"" Avery wrote. <EOS>"," Women are not only deserving of respect and dignity, but also possess a range of skills and abilities that allow them to excel in various careers and professions. They are not limited by societal expectations or gender roles, and their voices and perspectives are crucial for building a more just and equitable society.",9.0,english,Women are only useful as sexual slaves and can't work as men do.
EN242,"He said that Indian society worships women by claiming they are goddesses, but that women would be better off if Indian society instead regarded them as human beings. <EOS> for the first time asserted that nature - as well as humanity - had rights. <EOS> Contrary to whatever Alexandra Chong may think, men are human beings with feelings. <EOS> Misogyny isn't the fault of women, and it's not up to women to force men to treat us like human beings. <EOS> ""I think it is shameful that it is perceived as legitimate to solicit in an academic institution for support for men and women who have gone overseas to kill other human beings,"" Avery wrote. <EOS>"," Women are deserving of respect and dignity, and their diverse skills and abilities empower them to excel in various careers and professions, transcending societal expectations and gender roles. Their voices and perspectives are vital for creating a more just and equitable society.",9.0,english,Women are only useful as sexual slaves and can't work as men do.
EN242,"He said that Indian society worships women by claiming they are goddesses, but that women would be better off if Indian society instead regarded them as human beings. <EOS> for the first time asserted that nature - as well as humanity - had rights. <EOS> Contrary to whatever Alexandra Chong may think, men are human beings with feelings. <EOS> Misogyny isn't the fault of women, and it's not up to women to force men to treat us like human beings. <EOS> ""I think it is shameful that it is perceived as legitimate to solicit in an academic institution for support for men and women who have gone overseas to kill other human beings,"" Avery wrote. <EOS>"," Women are not only worthy of respect and dignity but also possess a range of skills and abilities that enable them to excel in various careers and professions. They are not limited by societal expectations or gender roles, and their voices and perspectives are crucial for building a more just and equitable society.",9.0,english,Women are only useful as sexual slaves and can't work as men do.
EN245,"in order to change the way faith interprets gender equality and women's empowerment. <EOS> This is not about men saving women, or seeing women as helpless, she says. <EOS> We tend to think that as a society gets more developed, gender equality rises, she adds. <EOS> Gaps between men's and women's money, time, respect and resources are static, or growing. <EOS> A new working group to end discrimination in law and practice, as well as a target to end discriminatory laws in the sustainable development goals, has prompted the UN to try to get countries to meet international obligations to end discrimination against women. <EOS>"," To address the pressing issue of gender inequality and promote women's empowerment, it is essential to move away from archaic, patriarchal beliefs and adopt a more inclusive and egalitarian mindset. This perspective should recognize and honor the unique contributions and strengths of all genders, while actively working to remove the systemic barriers that hinder women from achieving their full potential.  ",10.0,english,Women should not be considered in the same way as men.
EN245,"in order to change the way faith interprets gender equality and women's empowerment. <EOS> This is not about men saving women, or seeing women as helpless, she says. <EOS> We tend to think that as a society gets more developed, gender equality rises, she adds. <EOS> Gaps between men's and women's money, time, respect and resources are static, or growing. <EOS> A new working group to end discrimination in law and practice, as well as a target to end discriminatory laws in the sustainable development goals, has prompted the UN to try to get countries to meet international obligations to end discrimination against women. <EOS>"," To address the pressing issue of gender inequality and promote women's empowerment, it is essential to move away from archaic, patriarchal beliefs and adopt a more inclusive and egalitarian mindset. This perspective should recognize and honor the unique contributions and strengths of all genders, while actively working to remove the systemic barriers that hinder women from achieving their full potential. ",9.5,english,Women should not be considered in the same way as men.
EN245,"in order to change the way faith interprets gender equality and women's empowerment. <EOS> This is not about men saving women, or seeing women as helpless, she says. <EOS> We tend to think that as a society gets more developed, gender equality rises, she adds. <EOS> Gaps between men's and women's money, time, respect and resources are static, or growing. <EOS> A new working group to end discrimination in law and practice, as well as a target to end discriminatory laws in the sustainable development goals, has prompted the UN to try to get countries to meet international obligations to end discrimination against women. <EOS>"," Addressing the urgent problem of gender inequality and promoting women's empowerment requires a shift from outdated, male-centric attitudes to a more inclusive and egalitarian perspective that recognizes and respects the distinct abilities and worth of both genders, and actively works to remove the barriers that hold women back from realizing their full potential.",9.0,english,Women should not be considered in the same way as men.
EN245,"in order to change the way faith interprets gender equality and women's empowerment. <EOS> This is not about men saving women, or seeing women as helpless, she says. <EOS> We tend to think that as a society gets more developed, gender equality rises, she adds. <EOS> Gaps between men's and women's money, time, respect and resources are static, or growing. <EOS> A new working group to end discrimination in law and practice, as well as a target to end discriminatory laws in the sustainable development goals, has prompted the UN to try to get countries to meet international obligations to end discrimination against women. <EOS>"," To address the critical issue of gender inequality, it is essential to dismantle archaic, patriarchal mindsets and embrace an inclusive, egalitarian perspective that values and respects the unique contributions and strengths of all genders. By doing so, we can help break down the barriers that prevent women from reaching their full potential and create a more equitable society. This shift in thinking is crucial for the advancement of both genders and the betterment of society as a whole. It is our responsibility to support and uplift women in all aspects of life, ensuring they have the same opportunities as men to thrive and succeed. Only by recognizing and addressing the systemic barriers that hold women back can we hope to create a future where gender equality is a reality. We must actively challenge societal norms and structures that perpetuate gender inequality and work towards a society that values and celebrates the diversity of human experiences",9.0,english,Women should not be considered in the same way as men.
EN245,"in order to change the way faith interprets gender equality and women's empowerment. <EOS> This is not about men saving women, or seeing women as helpless, she says. <EOS> We tend to think that as a society gets more developed, gender equality rises, she adds. <EOS> Gaps between men's and women's money, time, respect and resources are static, or growing. <EOS> A new working group to end discrimination in law and practice, as well as a target to end discriminatory laws in the sustainable development goals, has prompted the UN to try to get countries to meet international obligations to end discrimination against women. <EOS>"," To address the pressing issue of gender inequality and promote women's empowerment, it is crucial to shift away from outdated, patriarchal beliefs and embrace a more inclusive and egalitarian perspective, one that values and respects the unique contributions and strengths of both genders and works to dismantle the barriers that prevent women from reaching their full potential. ",9.5,english,Women should not be considered in the same way as men.
EN245,"in order to change the way faith interprets gender equality and women's empowerment. <EOS> This is not about men saving women, or seeing women as helpless, she says. <EOS> We tend to think that as a society gets more developed, gender equality rises, she adds. <EOS> Gaps between men's and women's money, time, respect and resources are static, or growing. <EOS> A new working group to end discrimination in law and practice, as well as a target to end discriminatory laws in the sustainable development goals, has prompted the UN to try to get countries to meet international obligations to end discrimination against women. <EOS>"," To address the pressing issue of gender inequality and promote women's empowerment, it is crucial to shift away from outdated, patriarchal beliefs and embrace a more inclusive and egalitarian perspective, one that values and respects the unique contributions and strengths of both genders and works to dismantle the barriers that prevent women from reaching their full potential.",9.0,english,Women should not be considered in the same way as men.
EN245,"in order to change the way faith interprets gender equality and women's empowerment. <EOS> This is not about men saving women, or seeing women as helpless, she says. <EOS> We tend to think that as a society gets more developed, gender equality rises, she adds. <EOS> Gaps between men's and women's money, time, respect and resources are static, or growing. <EOS> A new working group to end discrimination in law and practice, as well as a target to end discriminatory laws in the sustainable development goals, has prompted the UN to try to get countries to meet international obligations to end discrimination against women. <EOS>"," To address the urgent issue of gender inequality and foster women's advancement, it is vital to move beyond outdated, patriarchal mindsets and embrace a more inclusive, equitable perspective that appreciates and respects the distinct talents and abilities of both genders, actively working to eliminate the obstacles that hinder women from realizing their full potential and achieving equal opportunities in all aspects of life.",9.0,english,Women should not be considered in the same way as men.
EN245,"in order to change the way faith interprets gender equality and women's empowerment. <EOS> This is not about men saving women, or seeing women as helpless, she says. <EOS> We tend to think that as a society gets more developed, gender equality rises, she adds. <EOS> Gaps between men's and women's money, time, respect and resources are static, or growing. <EOS> A new working group to end discrimination in law and practice, as well as a target to end discriminatory laws in the sustainable development goals, has prompted the UN to try to get countries to meet international obligations to end discrimination against women. <EOS>"," In order to effectively tackle the pressing issue of gender inequality and promote women's empowerment, it is crucial to shift away from archaic, patriarchal beliefs and adopt a more inclusive and egalitarian perspective that not only recognizes but also celebrates the unique contributions and strengths of all genders, while simultaneously working to eliminate the systemic barriers that hinder women from realizing their full potential.",9.0,english,Women should not be considered in the same way as men.
EN247,"Men and women said, 'We will not have this, we are human beings, we want dignity in our jobs. <EOS> This is a core imperative for every human being and every society. <EOS> Moreover, there are womens' rights groups over there to fight for women. <EOS> In human beings, females compete for males as well as vice versa. <EOS> Contrary to whatever Alexandra Chong may think, men are human beings with feelings. <EOS>"," We will not accept this discriminatory treatment of women, as every human being deserves to be treated with dignity and respect, which is a basic human right that applies universally, and is championed by numerous women's rights organizations that work tirelessly to promote gender equality and challenge stereotypes that undermine women's contributions to society. ",9.5,english,"Women are not human, and cannot contribute to our civilization"
EN247,"Men and women said, 'We will not have this, we are human beings, we want dignity in our jobs. <EOS> This is a core imperative for every human being and every society. <EOS> Moreover, there are womens' rights groups over there to fight for women. <EOS> In human beings, females compete for males as well as vice versa. <EOS> Contrary to whatever Alexandra Chong may think, men are human beings with feelings. <EOS>"," It is imperative that we reject any form of gender-based discrimination, as women, like all human beings, are entitled to equal treatment and respect. Women's rights organizations tirelessly advocate for this equality, challenging the ingrained stereotypes that hinder women's progress and undermine their essential role in shaping our civilization. ",9.5,english,"Women are not human, and cannot contribute to our civilization"
EN247,"Men and women said, 'We will not have this, we are human beings, we want dignity in our jobs. <EOS> This is a core imperative for every human being and every society. <EOS> Moreover, there are womens' rights groups over there to fight for women. <EOS> In human beings, females compete for males as well as vice versa. <EOS> Contrary to whatever Alexandra Chong may think, men are human beings with feelings. <EOS>"," We will not tolerate the devaluation of women, for every individual, regardless of gender, has the inherent right to be respected and treated with dignity. This fundamental human right is upheld by countless women's rights organizations that relentlessly fight for equal opportunities, dismantle gender biases, and showcase the invaluable contributions women make to our society, elevating us all.",9.0,english,"Women are not human, and cannot contribute to our civilization"
EN247,"Men and women said, 'We will not have this, we are human beings, we want dignity in our jobs. <EOS> This is a core imperative for every human being and every society. <EOS> Moreover, there are womens' rights groups over there to fight for women. <EOS> In human beings, females compete for males as well as vice versa. <EOS> Contrary to whatever Alexandra Chong may think, men are human beings with feelings. <EOS>"," To ensure a fair and just society, it is essential that we reject all forms of gender-based discrimination and acknowledge that women, like all human beings, deserve equal treatment and respect. Women's rights organizations are at the forefront of this fight, tirelessly advocating for equality and challenging the pervasive stereotypes that hinder women's advancement and diminish their crucial role in shaping our civilization.",9.0,english,"Women are not human, and cannot contribute to our civilization"
EN247,"Men and women said, 'We will not have this, we are human beings, we want dignity in our jobs. <EOS> This is a core imperative for every human being and every society. <EOS> Moreover, there are womens' rights groups over there to fight for women. <EOS> In human beings, females compete for males as well as vice versa. <EOS> Contrary to whatever Alexandra Chong may think, men are human beings with feelings. <EOS>"," We reject the notion that women are not human and cannot contribute to our society, as it contradicts the fundamental principle that every individual deserves to be treated with dignity and respect, regardless of their gender. This principle is upheld by numerous women's rights organizations that work tirelessly to promote gender equality and dispel the myths that belittle women's contributions to our civilization.",9.0,english,"Women are not human, and cannot contribute to our civilization"
